"";"RecordNo";"Województwo";"RQ2";"Q4";"Q5";"Q6";"Q2";"company";"recomendation";"Age";"recomendations"
"1632";1221;"kujawsko-pomorskie";">25";1987;"Średnie technicznezne";"agronom ekspert";18;"Monsters Inc.";7;"31-35";"neutral"
"1633";1223;"kujawsko-pomorskie";"100-250";1970;"Średnie technicznezne";"właściciel";250;"Monsters Inc.";3;"51<";"detractors"
"1634";1230;"kujawsko-pomorskie";">25";1984;"Średnie ogólne";"agronom ekspert";21;"Monsters Inc.";9;"36-40";"promoters"
"1635";1233;"kujawsko-pomorskie";"250+";1973;"Średnie technicznezne";"właściciel";534;"Monsters Inc.";10;"46-50";"promoters"
"1636";1234;"kujawsko-pomorskie";"100-250";1973;"Wyższe";"główny agronom";120;"Monsters Inc.";9;"46-50";"promoters"
"1637";1236;"kujawsko-pomorskie";"51-100";1967;"Średnie ogólne";"właściciel";100;"Monsters Inc.";9;"51<";"promoters"
"1638";1241;"kujawsko-pomorskie";"100-250";1972;"Średnie ogólne";"właściciel";135;"Monsters Inc.";3;"46-50";"detractors"
"1639";1242;"kujawsko-pomorskie";"250+";1945;"Średnie technicznezne";"właściciel";448;"Monsters Inc.";10;"51<";"promoters"
"1640";1251;"kujawsko-pomorskie";"250+";1979;"Średnie ogólne";"agronom ekspert";1280;"Monsters Inc.";10;"41-45";"promoters"
"1641";1253;"kujawsko-pomorskie";">25";1998;"Średnie technicznezne";"główny agronom";5;"Monsters Inc.";3;"<=25";"detractors"
"1642";1256;"lubelskie";"100-250";1999;"Średnie ogólne";"dyrektor";150,01;"Monsters Inc.";9;"<=25";"promoters"
"1643";1261;"lubelskie";"25-50";1960;"Średnie technicznezne";"właściciel";50;"Monsters Inc.";4;"51<";"detractors"
"1644";1271;"lubelskie";">25";1972;"Średnie ogólne";"techniczny";10;"Monsters Inc.";9;"46-50";"promoters"
"1645";1272;"lubelskie";"25-50";1979;"Wyższe";"agronom ekspert";40;"Monsters Inc.";7;"41-45";"neutral"
"1646";1279;"lubelskie";"250+";1986;"Średnie ogólne";"właściciel";700,1;"Monsters Inc.";4;"31-35";"detractors"
"1647";1280;"lubelskie";"51-100";1975;"Średnie ogólne";"agronom ekspert";68;"Monsters Inc.";3;"46-50";"detractors"
"1648";1282;"lubelskie";"250+";1983;"Średnie ogólne";"właściciel";330;"Monsters Inc.";1;"36-40";"detractors"
"1649";1286;"lubelskie";"25-50";1956;"Średnie ogólne";"główny agronom";50;"Monsters Inc.";5;"51<";"detractors"
"1650";1287;"lubelskie";"100-250";1974;"Średnie technicznezne";"techniczny";121;"Monsters Inc.";9;"46-50";"promoters"
"1651";1288;"lubelskie";">25";1977;"Średnie technicznezne";"właściciel";6;"Monsters Inc.";7;"41-45";"neutral"
"1652";1291;"lubelskie";"250+";1963;"Średnie ogólne";"właściciel";500;"Monsters Inc.";10;"51<";"promoters"
"1653";1292;"lubelskie";"100-250";1964;"Średnie technicznezne";"właściciel";125;"Monsters Inc.";6;"51<";"detractors"
"1654";1293;"lubelskie";"250+";1994;"Średnie ogólne";"dyrektor";420;"Monsters Inc.";9;"26-30";"promoters"
"1655";1294;"lubuskie";"25-50";1990;"Średnie ogólne";"główny agronom";27;"Monsters Inc.";7;"31-35";"neutral"
"1656";1295;"lubuskie";"100-250";1985;"Średnie ogólne";"właściciel";180;"Monsters Inc.";2;"36-40";"detractors"
"1657";1301;"lubuskie";"250+";1988;"Średnie ogólne";"właściciel";315;"Monsters Inc.";10;"31-35";"promoters"
"1658";1304;"lubuskie";"25-50";1984;"Średnie ogólne";"właściciel";35;"Monsters Inc.";4;"36-40";"detractors"
"1659";1311;"lubuskie";"100-250";1989;"Średnie technicznezne";"właściciel";126;"Monsters Inc.";9;"31-35";"promoters"
"1660";1316;"lubuskie";"100-250";1960;"Średnie ogólne";"właściciel";156,01;"Monsters Inc.";7;"51<";"neutral"
"1661";1319;"lubuskie";"100-250";1968;"Średnie ogólne";"agronom ekspert";130;"Monsters Inc.";7;"51<";"neutral"
"1662";1322;"lubuskie";"51-100";1959;"Średnie technicznezne";"właściciel";65;"Monsters Inc.";7;"51<";"neutral"
"1663";1323;"lubuskie";"100-250";1991;"Średnie ogólne";"właściciel";170;"Monsters Inc.";10;"26-30";"promoters"
"1664";1327;"lubuskie";"25-50";1961;"Średnie ogólne";"główny agronom";31;"Monsters Inc.";7;"51<";"neutral"
"1665";1329;"lubuskie";"25-50";1987;"Wyższe";"właściciel";50;"Monsters Inc.";9;"31-35";"promoters"
"1666";1336;"lubuskie";">25";1994;"Średnie ogólne";"właściciel";7;"Monsters Inc.";1;"26-30";"detractors"
"1667";1339;"lubuskie";">25";1964;"Średnie ogólne";"główny agronom";8;"Monsters Inc.";9;"51<";"promoters"
"1668";1342;"lubuskie";">25";1955;"Średnie ogólne";"właściciel";5;"Monsters Inc.";9;"51<";"promoters"
"1669";1344;"lubuskie";"250+";1980;"Średnie ogólne";"główny agronom";450,1;"Monsters Inc.";4;"41-45";"detractors"
"1670";1356;"lubuskie";"51-100";1957;"Średnie ogólne";"dyrektor";100;"Monsters Inc.";0;"51<";NA
"1671";1357;"lubuskie";"51-100";1968;"Średnie ogólne";"dyrektor";55;"Monsters Inc.";3;"51<";"detractors"
"1672";1358;"łódzkie";"100-250";1966;"Średnie technicznezne";"dyrektor";200;"Monsters Inc.";9;"51<";"promoters"
"1673";1360;"łódzkie";"250+";1962;"Średnie ogólne";"właściciel";406;"Monsters Inc.";9;"51<";"promoters"
"1674";1364;"łódzkie";"51-100";1976;"Średnie ogólne";"właściciel";100;"Monsters Inc.";2;"41-45";"detractors"
"1675";1368;"łódzkie";">25";1971;"Średnie technicznezne";"techniczny";22;"Monsters Inc.";5;"46-50";"detractors"
"1676";1371;"łódzkie";"25-50";1973;"Średnie ogólne";"techniczny";45;"Monsters Inc.";1;"46-50";"detractors"
"1677";1375;"łódzkie";">25";1984;"Średnie ogólne";"dyrektor";22,55;"Monsters Inc.";9;"36-40";"promoters"
"1678";1377;"łódzkie";">25";1966;"Średnie ogólne";"dyrektor";10;"Monsters Inc.";7;"51<";"neutral"
"1679";1382;"łódzkie";">25";1971;"Średnie ogólne";"techniczny";7;"Monsters Inc.";4;"46-50";"detractors"
"1680";1387;"małopolskie";">25";1995;"Średnie ogólne";"właściciel";25;"Monsters Inc.";6;"26-30";"detractors"
"1681";1388;"małopolskie";"51-100";1960;"Średnie ogólne";"techniczny";70;"Monsters Inc.";7;"51<";"neutral"
"1682";1393;"małopolskie";">25";1976;"Wyższe rolnicze";"właściciel";20;"Monsters Inc.";10;"41-45";"promoters"
"1683";1397;"małopolskie";"250+";1965;"Wyższe";"główny agronom";670;"Monsters Inc.";10;"51<";"promoters"
"1684";1399;"małopolskie";"100-250";1984;"Średnie ogólne";"właściciel";105;"Monsters Inc.";7;"36-40";"neutral"
"1685";1403;"małopolskie";"250+";1983;"Średnie ogólne";"właściciel";1100;"Monsters Inc.";1;"36-40";"detractors"
"1686";1404;"małopolskie";">25";1966;"Średnie ogólne";"właściciel";6;"Monsters Inc.";8;"51<";"neutral"
"1687";1406;"mazowieckie";"250+";1958;"Średnie ogólne";"agronom ekspert";270;"Monsters Inc.";2;"51<";"detractors"
"1688";1410;"mazowieckie";">25";1975;"Średnie ogólne";"właściciel";25;"Monsters Inc.";5;"46-50";"detractors"
"1689";1412;"mazowieckie";"250+";1961;"Średnie ogólne";"agronom ekspert";290;"Monsters Inc.";1;"51<";"detractors"
"1690";1413;"mazowieckie";"100-250";1961;"Średnie ogólne";"agronom ekspert";167;"Monsters Inc.";4;"51<";"detractors"
"1691";1415;"mazowieckie";"51-100";1966;"Średnie ogólne";"agronom ekspert";67;"Monsters Inc.";4;"51<";"detractors"
"1692";1419;"mazowieckie";">25";1975;"Średnie ogólne";"agronom ekspert";10;"Monsters Inc.";7;"46-50";"neutral"
"1693";1424;"mazowieckie";"250+";1970;"Średnie ogólne";"właściciel";1350;"Monsters Inc.";9;"51<";"promoters"
"1694";1430;"mazowieckie";"250+";1971;"Średnie ogólne";"techniczny";3500;"Monsters Inc.";1;"46-50";"detractors"
"1695";1438;"mazowieckie";"100-250";1981;"Średnie technicznezne";"główny agronom";200;"Monsters Inc.";9;"36-40";"promoters"
"1696";1439;"mazowieckie";"25-50";1969;"Średnie technicznezne";"agronom ekspert";35,6;"Monsters Inc.";1;"51<";"detractors"
"1697";1440;"mazowieckie";"100-250";1982;"Średnie ogólne";"agronom ekspert";100,1;"Monsters Inc.";4;"36-40";"detractors"
"1698";1442;"mazowieckie";"250+";1978;"Średnie ogólne";"techniczny";500;"Monsters Inc.";9;"41-45";"promoters"
"1699";1450;"mazowieckie";">25";1972;"Średnie ogólne";"agronom ekspert";20;"Monsters Inc.";6;"46-50";"detractors"
"1700";1451;"mazowieckie";"51-100";1983;"Średnie technicznezne";"główny agronom";100;"Monsters Inc.";10;"36-40";"promoters"
"1701";1458;"mazowieckie";"250+";1981;"Średnie ogólne";"techniczny";950;"Monsters Inc.";7;"36-40";"neutral"
"1702";1462;"mazowieckie";">25";1975;"Średnie ogólne";"dyrektor";5;"Monsters Inc.";9;"46-50";"promoters"
"1703";1469;"mazowieckie";">25";1971;"Średnie ogólne";"właściciel";23,5;"Monsters Inc.";10;"46-50";"promoters"
"1704";1475;"mazowieckie";"100-250";1977;"Średnie technicznezne";"agronom ekspert";220;"Monsters Inc.";3;"41-45";"detractors"
"1705";1476;"mazowieckie";"250+";1966;"Średnie ogólne";"główny agronom";1000;"Monsters Inc.";9;"51<";"promoters"
"1706";1477;"mazowieckie";">25";1976;"Średnie ogólne";"główny agronom";5;"Monsters Inc.";4;"41-45";"detractors"
"1707";1485;"mazowieckie";"25-50";1982;"Średnie technicznezne";"agronom ekspert";28;"Monsters Inc.";7;"36-40";"neutral"
"1708";1486;"mazowieckie";"250+";1987;"Średnie ogólne";"właściciel";1000;"Monsters Inc.";9;"31-35";"promoters"
"1709";1488;"mazowieckie";"100-250";1962;"Średnie ogólne";"właściciel";123;"Monsters Inc.";9;"51<";"promoters"
"1710";1490;"mazowieckie";"100-250";1973;"Średnie technicznezne";"techniczny";110;"Monsters Inc.";10;"46-50";"promoters"
"1711";1491;"opolskie";"51-100";1968;"Średnie ogólne";"właściciel";100;"Monsters Inc.";9;"51<";"promoters"
"1712";1501;"opolskie";"100-250";1966;"Średnie ogólne";"techniczny";154;"Monsters Inc.";3;"51<";"detractors"
"1713";1503;"opolskie";"51-100";1967;"Średnie ogólne";"agronom ekspert";90;"Monsters Inc.";3;"51<";"detractors"
"1714";1504;"opolskie";"100-250";1967;"Średnie ogólne";"główny agronom";103;"Monsters Inc.";9;"51<";"promoters"
"1715";1508;"opolskie";"100-250";1976;"Średnie ogólne";"agronom ekspert";165;"Monsters Inc.";9;"41-45";"promoters"
"1716";1514;"opolskie";"25-50";1989;"Średnie ogólne";"właściciel";30,5;"Monsters Inc.";9;"31-35";"promoters"
"1717";1525;"opolskie";"25-50";1936;"Średnie ogólne";"właściciel";50;"Monsters Inc.";3;"51<";"detractors"
"1718";1529;"opolskie";"100-250";1966;"Średnie ogólne";"główny agronom";210;"Monsters Inc.";2;"51<";"detractors"
"1719";1531;"opolskie";"100-250";1981;"Średnie ogólne";"właściciel";101;"Monsters Inc.";8;"36-40";"neutral"
"1720";1540;"opolskie";"250+";1954;"Średnie ogólne";"właściciel";370;"Monsters Inc.";10;"51<";"promoters"
"1721";1543;"podkarpackie";"100-250";1979;"Wyższe";"główny agronom";200;"Monsters Inc.";6;"41-45";"detractors"
"1722";1545;"podkarpackie";">25";1971;"Średnie ogólne";"właściciel";10;"Monsters Inc.";2;"46-50";"detractors"
"1723";1546;"podkarpackie";"25-50";1964;"Średnie ogólne";"główny agronom";48;"Monsters Inc.";4;"51<";"detractors"
"1724";1548;"podkarpackie";"100-250";1982;"Średnie ogólne";"techniczny";138;"Monsters Inc.";4;"36-40";"detractors"
"1725";1562;"podkarpackie";">25";1988;"Średnie technicznezne";"właściciel";8;"Monsters Inc.";1;"31-35";"detractors"
"1726";1567;"podkarpackie";">25";1992;"Średnie ogólne";"właściciel";8;"Monsters Inc.";9;"26-30";"promoters"
"1727";1575;"podkarpackie";"250+";1975;"Średnie ogólne";"dyrektor";550;"Monsters Inc.";3;"46-50";"detractors"
"1728";1578;"podkarpackie";"250+";1960;"Średnie ogólne";"właściciel";460;"Monsters Inc.";6;"51<";"detractors"
"1729";1581;"podkarpackie";"100-250";1971;"Średnie ogólne";"właściciel";124;"Monsters Inc.";10;"46-50";"promoters"
"1730";1583;"podkarpackie";"51-100";1983;"Średnie ogólne";"główny agronom";65,1;"Monsters Inc.";5;"36-40";"detractors"
"1731";1588;"podlaskie";">25";1986;"Średnie ogólne";"agronom ekspert";8;"Monsters Inc.";9;"31-35";"promoters"
"1732";1589;"podlaskie";"51-100";1978;"Średnie ogólne";"właściciel";75;"Monsters Inc.";9;"41-45";"promoters"
"1733";1591;"podlaskie";"51-100";1990;"Średnie ogólne";"właściciel";56;"Monsters Inc.";9;"31-35";"promoters"
"1734";1593;"podlaskie";"51-100";1980;"Średnie ogólne";"agronom ekspert";55,33;"Monsters Inc.";3;"41-45";"detractors"
"1735";1594;"podlaskie";"250+";1971;"Średnie ogólne";"dyrektor";600;"Monsters Inc.";4;"46-50";"detractors"
"1736";1599;"podlaskie";"250+";1988;"Średnie ogólne";"techniczny";2774;"Monsters Inc.";9;"31-35";"promoters"
"1737";1604;"podlaskie";"51-100";1962;"Średnie ogólne";"agronom ekspert";100;"Monsters Inc.";9;"51<";"promoters"
"1738";1605;"podlaskie";"51-100";1956;"Średnie ogólne";"agronom ekspert";85;"Monsters Inc.";9;"51<";"promoters"
"1739";1612;"podlaskie";"51-100";1958;"Średnie ogólne";"główny agronom";62;"Monsters Inc.";2;"51<";"detractors"
"1740";1615;"podlaskie";"250+";1977;"Średnie ogólne";"właściciel";321;"Monsters Inc.";6;"41-45";"detractors"
"1741";1626;"podlaskie";"25-50";1965;"Średnie ogólne";"właściciel";36;"Monsters Inc.";10;"51<";"promoters"
"1742";1629;"podlaskie";"250+";1974;"Średnie ogólne";"główny agronom";600,01;"Monsters Inc.";2;"46-50";"detractors"
"1743";1633;"podlaskie";">25";1984;"Średnie ogólne";"właściciel";10;"Monsters Inc.";7;"36-40";"neutral"
"1744";1634;"pomorskie";">25";1997;"Średnie ogólne";"agronom ekspert";15;"Monsters Inc.";9;"<=25";"promoters"
"1745";1638;"pomorskie";"100-250";1987;"Średnie ogólne";"właściciel";118,22;"Monsters Inc.";7;"31-35";"neutral"
"1746";1642;"pomorskie";">25";1974;"Średnie ogólne";"agronom ekspert";7,01;"Monsters Inc.";3;"46-50";"detractors"
"1747";1649;"pomorskie";"51-100";1989;"Średnie ogólne";"właściciel";53;"Monsters Inc.";5;"31-35";"detractors"
"1748";1651;"pomorskie";">25";1998;"Średnie ogólne";"agronom ekspert";20;"Monsters Inc.";3;"<=25";"detractors"
"1749";1653;"pomorskie";"25-50";1971;"Średnie technicznezne";"właściciel";38;"Monsters Inc.";9;"46-50";"promoters"
"1750";1654;"pomorskie";"100-250";1968;"Średnie ogólne";"właściciel";230;"Monsters Inc.";8;"51<";"neutral"
"1751";1655;"pomorskie";">25";1975;"Wyższe rolnicze";"właściciel";10;"Monsters Inc.";3;"46-50";"detractors"
"1752";1660;"śląskie";"51-100";1951;"Średnie ogólne";"właściciel";69;"Monsters Inc.";6;"51<";"detractors"
"1753";1664;"śląskie";"25-50";1966;"Średnie ogólne";"właściciel";43;"Monsters Inc.";3;"51<";"detractors"
"1754";1665;"śląskie";"100-250";1968;"Średnie ogólne";"właściciel";200;"Monsters Inc.";1;"51<";"detractors"
"1755";1666;"śląskie";"25-50";1965;"Średnie ogólne";"agronom ekspert";42;"Monsters Inc.";5;"51<";"detractors"
"1756";1672;"świętokrzyskie";"250+";1955;"Średnie ogólne";"właściciel";300;"Monsters Inc.";8;"51<";"neutral"
"1757";1674;"świętokrzyskie";"51-100";1977;"Średnie ogólne";"główny agronom";100;"Monsters Inc.";10;"41-45";"promoters"
"1758";1686;"świętokrzyskie";"51-100";1985;"Średnie ogólne";"właściciel";60;"Monsters Inc.";6;"36-40";"detractors"
"1759";1692;"świętokrzyskie";"51-100";1966;"Średnie ogólne";"właściciel";80;"Monsters Inc.";8;"51<";"neutral"
"1760";1694;"świętokrzyskie";"250+";1993;"Średnie ogólne";"agronom ekspert";557;"Monsters Inc.";9;"26-30";"promoters"
"1761";1697;"warmińsko-mazurskie";"100-250";1962;"Średnie ogólne";"agronom ekspert";141;"Monsters Inc.";10;"51<";"promoters"
"1762";1705;"warmińsko-mazurskie";"25-50";1986;"Średnie ogólne";"dyrektor";32;"Monsters Inc.";7;"31-35";"neutral"
"1763";1710;"warmińsko-mazurskie";"51-100";1964;"Średnie ogólne";"agronom ekspert";86;"Monsters Inc.";9;"51<";"promoters"
"1764";1712;"warmińsko-mazurskie";">25";1985;"Średnie ogólne";"agronom ekspert";25;"Monsters Inc.";4;"36-40";"detractors"
"1765";1716;"warmińsko-mazurskie";"100-250";1991;"Średnie ogólne";"techniczny";102;"Monsters Inc.";9;"26-30";"promoters"
"1766";1717;"warmińsko-mazurskie";"51-100";1996;"Średnie ogólne";"techniczny";51;"Monsters Inc.";10;"<=25";"promoters"
"1767";1718;"wielkopolskie";">25";1984;"Średnie ogólne";"agronom ekspert";25;"Monsters Inc.";10;"36-40";"promoters"
"1768";1719;"wielkopolskie";"250+";1999;"Średnie ogólne";"techniczny";500;"Monsters Inc.";7;"<=25";"neutral"
"1769";1724;"wielkopolskie";"250+";1994;"Średnie ogólne";"właściciel";460,1;"Monsters Inc.";8;"26-30";"neutral"
"1770";1725;"wielkopolskie";"250+";1981;"Średnie ogólne";"agronom ekspert";310;"Monsters Inc.";6;"36-40";"detractors"
"1771";1729;"wielkopolskie";"250+";1997;"Średnie ogólne";"techniczny";450;"Monsters Inc.";6;"<=25";"detractors"
"1772";1733;"wielkopolskie";"25-50";1981;"Średnie ogólne";"techniczny";50;"Monsters Inc.";3;"36-40";"detractors"
"1773";1734;"wielkopolskie";"250+";1996;"Średnie ogólne";"główny agronom";409;"Monsters Inc.";7;"<=25";"neutral"
"1774";1739;"wielkopolskie";"51-100";1994;"Średnie ogólne";"główny agronom";65,5;"Monsters Inc.";4;"26-30";"detractors"
"1775";1740;"wielkopolskie";"100-250";1980;"Średnie ogólne";"główny agronom";163;"Monsters Inc.";7;"41-45";"neutral"
"1776";1746;"wielkopolskie";"100-250";1986;"Średnie ogólne";"właściciel";136;"Monsters Inc.";2;"31-35";"detractors"
"1777";1749;"wielkopolskie";"250+";1986;"Średnie ogólne";"agronom ekspert";1200;"Monsters Inc.";2;"31-35";"detractors"
"1778";1752;"wielkopolskie";"250+";1982;"Średnie ogólne";"agronom ekspert";800;"Monsters Inc.";5;"36-40";"detractors"
"1779";1754;"wielkopolskie";"51-100";1985;"Średnie ogólne";"techniczny";100;"Monsters Inc.";6;"36-40";"detractors"
"1780";1763;"wielkopolskie";"250+";1990;"Średnie ogólne";"techniczny";300;"Monsters Inc.";9;"31-35";"promoters"
"1781";1767;"wielkopolskie";"100-250";1986;"Średnie ogólne";"techniczny";146;"Monsters Inc.";8;"31-35";"neutral"
"1782";1771;"wielkopolskie";"51-100";1981;"Średnie ogólne";"agronom ekspert";100;"Monsters Inc.";9;"36-40";"promoters"
"1783";1777;"wielkopolskie";"250+";1988;"Średnie ogólne";"główny agronom";360;"Monsters Inc.";6;"31-35";"detractors"
"1784";1783;"wielkopolskie";">25";1977;"Średnie ogólne";"główny agronom";21,5;"Monsters Inc.";1;"41-45";"detractors"
"1785";1792;"wielkopolskie";"250+";1997;"Wyższe";"techniczny";300;"Monsters Inc.";8;"<=25";"neutral"
"1786";1799;"wielkopolskie";">25";1979;"Średnie ogólne";"właściciel";5;"Monsters Inc.";3;"41-45";"detractors"
"1787";1800;"wielkopolskie";">25";1992;"Średnie ogólne";"dyrektor";24;"Monsters Inc.";4;"26-30";"detractors"
"1788";1824;"wielkopolskie";"100-250";1983;"Średnie ogólne";"agronom ekspert";160;"Monsters Inc.";6;"36-40";"detractors"
"1789";1828;"wielkopolskie";"100-250";1990;"Średnie technicznezne";"techniczny";118;"Monsters Inc.";9;"31-35";"promoters"
"1790";1838;"wielkopolskie";"100-250";1974;"Wyższe rolnicze";"główny agronom";250;"Monsters Inc.";10;"46-50";"promoters"
"1791";1846;"wielkopolskie";"51-100";1979;"Średnie ogólne";"techniczny";83;"Monsters Inc.";9;"41-45";"promoters"
"1792";1851;"wielkopolskie";"250+";1966;"Średnie ogólne";"techniczny";500;"Monsters Inc.";7;"51<";"neutral"
"1793";1860;"wielkopolskie";">25";1987;"Średnie ogólne";"główny agronom";10;"Monsters Inc.";8;"31-35";"neutral"
"1794";1863;"wielkopolskie";">25";1998;"Średnie ogólne";"techniczny";20;"Monsters Inc.";10;"<=25";"promoters"
"1795";1866;"wielkopolskie";">25";1994;"Średnie ogólne";"techniczny";20;"Monsters Inc.";8;"26-30";"neutral"
"1796";1869;"wielkopolskie";"100-250";1972;"Średnie ogólne";"główny agronom";175;"Monsters Inc.";2;"46-50";"detractors"
"1797";1870;"wielkopolskie";"100-250";1997;"Średnie ogólne";"techniczny";111;"Monsters Inc.";10;"<=25";"promoters"
"1798";1873;"wielkopolskie";"25-50";1986;"Średnie ogólne";"techniczny";29;"Monsters Inc.";5;"31-35";"detractors"
"1799";1909;"wielkopolskie";"100-250";1975;"Średnie ogólne";"techniczny";115;"Monsters Inc.";5;"46-50";"detractors"
"1800";1924;"wielkopolskie";"51-100";1995;"Średnie ogólne";"techniczny";66;"Monsters Inc.";9;"26-30";"promoters"
"1801";1928;"wielkopolskie";"25-50";1968;"Średnie ogólne";"główny agronom";26;"Monsters Inc.";5;"51<";"detractors"
"1802";1938;"zachodniopomorskie)";"51-100";1981;"Średnie technicznezne";"właściciel";87;"Monsters Inc.";7;"36-40";"neutral"
